cliente|edad|ingreso|sexo|flgLimaprov|trxAplus|trxAtm|trxBcaex|trxBm|trxBxi|trxIvr|trxPostc|trxPostd|trxSalex|trxSbt|trxVent|trx
00020579|[6. <=55]|[1. <=700]|M|1|0|73|1|0|0|0|0|44|0|0|0|118
00020885|[3. <=35]|[2. <=1500]|M|1|0|15|0|136|0|0|0|1|0|4|0|156
00020890|[2. <=30]|[1. <=700]|M|1|0|61.000000000000007|0|0|0|0|0|98|0|0|0|159
00020891|[5. <=45]|[2. <=1500]|M|1|0|122|0|0|0|0|0|50|0|0|2|174
00020892|[2. <=30]|[3. <=2500]|M|0|13.999999999999998|61.000000000000007|0|262|1043|4|0|6.9999999999999991|0|1|2|1394
00020918|[3. <=35]|[2. <=1500]|M|1|0|20|3|249.99999999999997|0|0|0|3|5|1|0|282
00020922|[4. <=40]|[2. <=1500]|F|1|0|78|3|383|0|2|0|0|0|1|1|468
00020924|[6. <=55]|[3. <=2500]|M|1|0|70|54|0|0|0|0|7|0|0|4|135
00020926|[2. <=30]|[3. <=2500]|F|1|0|17|0|0|62|0|0|0|0|0|0|79
00020930|[1. <=25]|[2. <=1500]|F|1|2|110|6|212|156|0|0|12|1|1|0|500
00020936|[1. <=25]|[1. <=700]|M|1|0|22|1|132|0|0|0|9|0|1|0|165
00020941|[3. <=35]|[1. <=700]|M|0|2|194|3|0|121|0|0|29.999999999999996|1|0|1|352
00020969|[4. <=40]|[3. <=2500]|F|1|9|13|1|0|0|0|0|6|3|0|0|32
00020977|[2. <=30]|[3. <=2500]|M|1|0|113|0|6|1008|4|0|78|0|3|1|1213
00020981|[3. <=35]|[2. <=1500]|M|0|0|85|0|0|0|0|0|0|0|0|0|85
00020989|[3. <=35]|[6. <=6000]|M|1|0|30|0|0|0|0|0|3|35|4|14.000000000000002|86
00021011|[4. <=40]|[3. <=2500]|M|1|0|188|0|0|0|157|0|52|14|13|0|424
00021032|[3. <=35]|[2. <=1500]|M|1|0|144|54|932|622|2|0|4|2|9|1|1770
00021038|[2. <=30]|[2. <=1500]|M|1|0|6|0|0|0|2|0|0|0|4|0|12
00021039|[4. <=40]|[4. <=3500]|M|1|0|22|0|1833.0000000000002|931|2|0|66|0|1|12|2867
00021050|[3. <=35]|[2. <=1500]|M|0|0|23|18|0|0|0|0|1|1|2|3|48
00021077|[1. <=25]|[2. <=1500]|M|0|0|11|0|148|51|0|0|1|0|0|0|211
00021101|[2. <=30]|[2. <=1500]|M|1|0|13|0|0|0|0|2|9|0|3|1|28
00021106|[1. <=25]|[1. <=700]|F|1|0|39|0|0|0|0|0|10|0|0|0|49
00021143|[4. <=40]|[2. <=1500]|M|1|0|73|0|0|0|0|0|0|0|0|0|73
00021149|[2. <=30]|[3. <=2500]|M|1|0|77|0|0|44|2|0|1|0|1|0|125
00021151|[3. <=35]|[4. <=3500]|M|1|0|89|0|3207|76|7|85|133|6|9|4|3616
00021170|[3. <=35]|[2. <=1500]|M|1|0|42|1|0|0|0|0|4|0|0|0|47
00021174|[4. <=40]|[7. <=8000]|M|1|0|104|15|1250|104.99999999999999|6|0|67|31|5|3|1586
00021199|[7. > 55]|[3. <=2500]|M|0|15|140|0|0|0|0|0|0|0|0|0|155
00021205|[1. <=25]|[2. <=1500]|F|1|0|86|10|1927|0|4|0|3|2|1|0|2033
00020345|[7. > 55]|[3. <=2500]|F|1|0|5|17|0|0|0|0|0|0|0|0|22
00020363|[2. <=30]|[2. <=1500]|M|0|0|46|0|0|0|0|0|0|0|1|0|47
00020367|[2. <=30]|[2. <=1500]|M|1|0|10|0|0|0|0|0|4|0|1|0|15
00020414|[4. <=40]|[2. <=1500]|M|0|1|14|1|0|0|0|0|4|0|0|0|20
00020448|[3. <=35]|[2. <=1500]|M|1|0|17|12|334|0|0|0|0|68|0|7|438
00020451|[3. <=35]|[2. <=1500]|M|0|2|28|12|0|0|0|0|1|10|0|1|54
00020461|[6. <=55]|[1. <=700]|M|1|0|126|0|0|0|0|0|0|0|0|0|126
00020489|[2. <=30]|[1. <=700]|F|0|0|15.000000000000002|0|0|171|0|0|6|3|1.9999999999999998|0|197
00020496|[2. <=30]|[6. <=6000]|M|1|0|0|0|37|1029|0|396.00000000000006|0|0|0|0|1462
00020498|[1. <=25]|[2. <=1500]|M|1|0|140|81|3060|150|3|0|4|0|9|0|3447
00020508|[1. <=25]|[1. <=700]|F|1|0|77|0|1903|303|11|40.999999999999993|14|5|14|5|2373
00020518|[3. <=35]|[2. <=1500]|M|1|0|32|5|0|0|0|0|1|1|2|0|41
00020526|[2. <=30]|[3. <=2500]|F|1|2|19|0|0|348|0|0|0|0|11|0|380
00020527|[3. <=35]|[3. <=2500]|F|1|0|136|8|0|0|0|0|6|30|0|0|180
00020528|[4. <=40]|[2. <=1500]|F|1|0|16|9|0|0|24|0|10|0|4|1|64
00020529|[4. <=40]|[2. <=1500]|M|1|0|196|0|0|0|0|0|0|9|0|0|205
00020530|[4. <=40]|[2. <=1500]|M|0|0|77|0|0|0|0|0|0|0|1|0|78
00020538|[2. <=30]|[2. <=1500]|F|1|0|216|8|0|0|0|0|42|3|1|0|270
00020543|[2. <=30]|[2. <=1500]|M|1|0|19|8|0|0|0|0|0|2|2|6|37
00020577|[4. <=40]|[2. <=1500]|F|1|0|43|1.9999999999999998|0|0|3|0|0|0|0.99999999999999989|0|49
00020600|[6. <=55]||M|1|0|11|0|0|64|0|0|1|0|0|1|77
00020602|[4. <=40]|[3. <=2500]|F|0|1|54|6|0|2|3|0|79|17|4|1|167
00020628|[2. <=30]|[1. <=700]|F|1|0|2|0|0|0|2|0|5|0|2|0|11
00020642|[1. <=25]|[2. <=1500]|F|1|0|40|1|0|0|10|0|15|0|6|0|72
00020645|[6. <=55]|[3. <=2500]|F|1|0|98|28|0|530|0|0|90|91|1|0|838
00020647|[2. <=30]|[3. <=2500]|F|1|0|89|1|962|100|0|0|72|0|6|0|1230
00020666|[2. <=30]|[3. <=2500]|M|0|0|19|2|0|0|0|0|1|0|0|0|22
00020672|[2. <=30]|[2. <=1500]|M|1|0|174|0|0|0|0|0|0|0|2|1|177
00020685|[5. <=45]|[2. <=1500]|F|1|0|54|39|838|0|1|0|4|0|4|2|942
00020704|[2. <=30]|[3. <=2500]|M|1|0|0|0|488|33|3|40.999999999999993|0|0|6|0|571
00038693|[1. <=25]||F|0|0|12|13|0|0|0|0|1|0|1|0|27
00038715|[3. <=35]||F|1|0|14|0|196|16|1|0|1|0|3|0|231
00038729|[2. <=30]|[2. <=1500]|M|0|0|24|0|0|0|0|0|0|0|0|0|24
00038734|[2. <=30]|[1. <=700]|F|0|0|19|4|0|0|0|0|0|7|0|1|31
00038764|[3. <=35]|[1. <=700]|F|1|0|17|1|0|0|1|0|0|0|1|0|20
00038836|[2. <=30]|[1. <=700]|M|1|0|27|3|535|0|1|0|0|4|2|0|572
00038840|[6. <=55]|[1. <=700]|M|0|0|1|0|0|0|0|0|0|2|0|3|6
00038859|[1. <=25]|[2. <=1500]|F|1|0|60|0|0|0|0|0|26|0|0|0|86
00038862|[2. <=30]|[1. <=700]|F|0|0|9|6|0|22|0|0|1|0|0|0|38
00038868|[1. <=25]||M|1|0|19|4|381|2|0|0|1|0|0|0|407
00038877|[1. <=25]|[1. <=700]|F|1|0|43|10|51|2|4|0|7|0|1|0|118
00038890|[1. <=25]|[1. <=700]|F|0|0|10|0|0|2|0|0|0|0|0|2|14
00038894|[1. <=25]|[2. <=1500]|F|1|0|22|0|110|0|0|0|9|0|0|0|141
00038901|[2. <=30]|[2. <=1500]|M|1|0|33|0|0|0|0|0|0|0|0|1|34
00038905|[1. <=25]|[1. <=700]|M|1|0|5|1|0|18|1|0|0|0|1|0|26
00038914|[5. <=45]|[2. <=1500]|F|1|0|9|9|0|0|0|0|0|0|0|1|19
00038956|[1. <=25]||M|1|0|7|0|0|0|0|0|0|0|0|1|8
00038961|[2. <=30]||F|1|0|14|0|0|0|0|0|0|0|0|2|16
00038986|[7. > 55]|[2. <=1500]|F|1|0|21|0|0|0|0|0|36|0|0|0|57
00038989|[3. <=35]|[1. <=700]|M|0|0|17|2|0|0|0|0|0|8|0|0|27
00039021|[1. <=25]||M|1|0|20|3|0|0|1|0|0|0|0|0|24
00039029|[4. <=40]|[2. <=1500]|F|0|0|12|0|0|0|0|0|0|0|0|0|12
00039041|[1. <=25]||M|1|0|9|0|0|0|0|0|0|0|0|0|9
00039047|[6. <=55]||F|1|0|8|0|0|0|0|0|0|0|0|0|8
00039075|[1. <=25]|[1. <=700]|F|1|0|33|1|8|149|0|0|0|0|1|1|193
00039093|[1. <=25]||F|0|0|7|12|0|0|1|0|0|15|1|0|36
00039109|[6. <=55]||F|0|0|8|2|0|151|0|0|0|1|0|0|162
00039129|[1. <=25]||M|0|0|38|1|0|21|0|0|0|0|0|0|60
00039133|[2. <=30]|[2. <=1500]|F|1|0|22|3|0|2|2|0|0|2|1|0|32
00039137|[1. <=25]||M|1|0|10|0|0|0|0|0|0|0|0|1|11
00020721|[3. <=35]|[1. <=700]|F|0|0|24|1|0|0|0|0|1|1|0|0|27
00020753|[4. <=40]|[2. <=1500]|M|1|0|10|0|440|63|4|0|32|0|8|1|558
00020773|[2. <=30]|[2. <=1500]|M|0|0|10|0|11|2|3|19|0|1|3|6|55
00020783|[4. <=40]|[2. <=1500]|M|1|0|48|0|0|0|0|0|0|0|0|0|48
00020790|[2. <=30]|[2. <=1500]|M|1|2|10|0|0|0|0|0|3|0|0|0|15
00020819|[2. <=30]|[1. <=700]|F|1|0|21|5|307|0|0|0|21|3|1|0|358
00020836|[2. <=30]|[3. <=2500]|M|1|0|213|0|0|4970|21|0|112.99999999999999|0|9|6|5332
00020848|[2. <=30]|[3. <=2500]|M|0|0|87|1.9999999999999998|0|0|3|0|0|0|7|3.9999999999999996|103
00020889|[1. <=25]|[2. <=1500]|F|1|0|42|8|317|77|50|0|15|1|5|0|515
00020894|[2. <=30]|[3. <=2500]|M|0|0|38|7|918|26|1|0|0|0|6|4|1000
00020898|[2. <=30]|[2. <=1500]|M|0|0|0|14|0|0|4|0|0|0|4|1|23
00020937|[2. <=30]|[3. <=2500]|M|1|0|53|5|476.99999999999994|330|0|0|28|6|0|0|899
00020938|[3. <=35]|[4. <=3500]|M|0|0|25|0|0|0|0|0|5|0|0|2|32
00020955|[2. <=30]|[2. <=1500]|F|0|0|50|3|0|0|0|0|11|13|1|1|79
00020990|[2. <=30]|[2. <=1500]|F|1|1.9999999999999998|116|29|0|14|0|0|33|0|0|1.9999999999999998|196
00021001|[2. <=30]|[2. <=1500]|F|1|0|83|0|532|0|0|2|9|0|5|0|631
00021005|[7. > 55]|[2. <=1500]|M|1|0|1|0|20|8|0|0|0|0|3|4|36
00021006|[3. <=35]|[2. <=1500]|M|1|0|53|0|0|0|0|0|3|2|0|0|58
00021012|[3. <=35]|[3. <=2500]|F|1|0|253|0|0|97|1|65|106|0|18|18|558
00021013|[6. <=55]|[2. <=1500]|F|1|0|198.99999999999997|0|0|0|2|0|52|18|1|2|274
00021036|[5. <=45]|[1. <=700]|F|1|0|50|3|0|0|0|0|0|0|1|0|54
00021070|[2. <=30]|[5. <=4500]|M|0|0|32|0|0|0|0|0|1|19|0|3|55
00021074|[2. <=30]|[3. <=2500]|M|1|0|8|1|0|0|0|0|0|0|7|0|16
00021080|[3. <=35]|[3. <=2500]|M|0|0|24|2|0|0|0|0|0|2|2|2|32
00021084|[3. <=35]|[2. <=1500]|F|1|0|15|0|0|0|0|0|1|0|1|0|17
00021104|[5. <=45]|[2. <=1500]|M|0|0|1|0|0|4|0|0|0|0|0|7|12
00021114|[1. <=25]|[3. <=2500]|F|1|0|40|10|33|808|64|0|20|4|4|0|983
00021131|[6. <=55]|[4. <=3500]|M|1|0|6|0|0|0|0|0|0|3|0|24|33
00021140|[3. <=35]|[2. <=1500]|F|1|0|79|6|0|0|2|0|6|0|7.0000000000000009|0|100
00021171|[2. <=30]|[2. <=1500]|F|1|0|22|0|0|70|2|0|0|1|2|0|97
00020560|[4. <=40]|[2. <=1500]|M|1|0|33|0|0|0|0|0|0|0|0|0|33
00020576|[2. <=30]|[2. <=1500]|M|1|0|60|0|0|26|0|0|11|5|0|4|106
00020584|[6. <=55]|[3. <=2500]|F|0|0|19|0|0|0|2|0|0|0|3|0|24
00020606|[6. <=55]|[8. > 8000]|M|0|0|61|0|0|0|0|0|4|0|0|0|65
00020611|[7. > 55]|[2. <=1500]|F|1|0|34|0|0|0|0|0|1|0|0|2|37
00020618|[3. <=35]|[4. <=3500]|M|0|0|51|20|852|112|2|0|44|0|6|3|1090
00020657|[3. <=35]|[3. <=2500]|M|0|0|117|0|0|0|0|0|10|0|2|1|130
00020665|[7. > 55]|[1. <=700]|F|1|0|42|0|0|0|0|0|16|0|0|0|58
00020683|[4. <=40]|[2. <=1500]|M|1|0|13|1|0|23|0|0|0|0|0|0|37
00020694|[2. <=30]|[2. <=1500]|M|0|0|38|0|1050|12|0|0|44|0|0|0|1144
00020710|[7. > 55]|[3. <=2500]|M|1|0|2|0|0|0|0|0|0|0|1|11|14
00020716|[2. <=30]|[3. <=2500]|F|1|0|8|0|0|179|0|0|2|0|3|2|194
00020754|[5. <=45]||F|0|0|41|1|0|2|0|0|15|0|1|0|60
00020792|[2. <=30]|[4. <=3500]|M|1|0|16|23|792|269|5.9999999999999991|0|1|41|8|2.9999999999999996|1159
00020799|[6. <=55]|[2. <=1500]|M|0|0|37|2|0|13|8|0|0|0|3|1|64
00020803|[1. <=25]|[3. <=2500]|F|1|0|79|0.99999999999999989|0|22|0.99999999999999989|0|0.99999999999999989|0|3|0|107
00020806|[5. <=45]|[3. <=2500]|M|1|0|88|0|0|0|0|0|3|0|0|0|91
00020812|[4. <=40]|[2. <=1500]|M|1|0|94|2|858|375|68|0|11|21|2|1|1432
00020813|[7. > 55]|[3. <=2500]|M|1|10|2|0|0|0|9|4|0|1|13|0|39
00020829|[1. <=25]|[3. <=2500]|F|1|0|108|15.000000000000002|3085|146|0|0|33|0|1|0|3388
00020841|[3. <=35]|[3. <=2500]|M|0|0|0|0|101|0|0|2|0|0|3|0|106
00020851|[1. <=25]|[3. <=2500]|M|1|2|164|5.9999999999999991|3792.0000000000005|1181|8|270|120|8|18|1|5570
00020854|[7. > 55]|[4. <=3500]|F|1|0|39|5|0|1800|1|0|158|6|4|0|2013
00020884|[2. <=30]|[3. <=2500]|M|1|0|228|14|0|0|4|0|4|9|18|12|289
00020893|[5. <=45]|[3. <=2500]|M|0|0|36|0|0|0|0|0|0|29|1|7|73
00020900|[3. <=35]|[2. <=1500]|M|0|14|68|0|63|0|2|1|0|4|3|3|158
00020906|[2. <=30]|[2. <=1500]|M|1|0|95|0|4099|586|22|143|249|2|26|1|5223
00020913|[3. <=35]|[3. <=2500]|M|1|0|171|0|0|0|6|0|59|0|6|0|242
00020920|[1. <=25]|[2. <=1500]|F|1|0|237|1|781|6|11|1|29.999999999999996|4|3|0|1074
00020934|[2. <=30]|[2. <=1500]|F|1|0|52.999999999999993|0|32|185|66|18|6|0|24|2|386
00023454|[1. <=25]|[2. <=1500]|F|1|0|58|0|1297|0|1|0|33|6|2|0|1397
00023468|[1. <=25]|[2. <=1500]|M|1|0|128|55.000000000000007|0|0|0|0|0|0|8|0|191
00023473|[2. <=30]|[2. <=1500]|M|1|0|182|0|0|0|72|0|45|0|8|0|307
00023501|[1. <=25]|[2. <=1500]|M|0|0|19|0|0|2|0|0|2|0|0|2|25
00023502|[2. <=30]|[3. <=2500]|F|0|0|71|0|0|193|0|0|12|0|3|1|280
00023526|[4. <=40]|[5. <=4500]|M|1|2|109|4|0|36|3|6.9999999999999991|2|16|8|4|191
00023537|[4. <=40]|[2. <=1500]|M|0|0|73|19|0|0|46.999999999999993|0|1|15.000000000000002|2|1|158
00023552|[1. <=25]|[1. <=700]|F|1|0|60.000000000000007|13|773|0|3|0|25|1.9999999999999998|7|3|886
00023555|[2. <=30]|[2. <=1500]|M|0|0|64|0|0|0|1|0|0|1|1|16|83
00023562|[3. <=35]|[4. <=3500]|F|1|0|68|0|1032|929|0|0|132|9|0|20|2190
00023582|[3. <=35]|[2. <=1500]|M|1|0|9|13|0|38|0|0|0|0|3|0|63
00023594|[3. <=35]|[4. <=3500]|M|0|8|99|0|0|0|20|9|9|0|28|1|174
00023597|[4. <=40]|[2. <=1500]|M|1|0|161|6|0|0|0|0|10|0|1|14|192
00023616|[1. <=25]|[2. <=1500]|M|1|0|222|2|0|0|0|0|5|0|1|0|230
00023633|[6. <=55]|[2. <=1500]|M|0|0|9|0|0|0|0|0|0|10|5|0|24
00023645|[3. <=35]|[3. <=2500]|M|0|0|171|0|0|0|0|0|0|0|0|12.999999999999998|184
00023651|[2. <=30]|[1. <=700]|M|1|0|20|0|28.999999999999996|15|0|0|2|0|1|0|67
00023662|[6. <=55]|[8. > 8000]|M|1|0|355|3|1889|989|0|0|702|2|10|38|3988
00023671|[2. <=30]|[3. <=2500]|M|0|0|273|2|0|3523|0|0|19|0|8|0|3825
00023698|[6. <=55]|[2. <=1500]|F|1|0|186.00000000000003|0|0|0|107|0|43|2|17|5|360
00023718|[2. <=30]|[2. <=1500]|M|0|0|128|50|0|0|0|0|3|19|22|0|222
00023729|[1. <=25]|[3. <=2500]|F|1|0|0|0|0|0|1|15|0|0|8|0|24
00023805|[6. <=55]|[3. <=2500]|M|1|0|21|1|0|89|0|0|0|13|0|1|125
00023806|[4. <=40]|[3. <=2500]|M|1|0|166|0|0|0|1|0|0|0|4|0|171
00023818|[5. <=45]|[1. <=700]|M|1|0|9|0|0|0|0|0|3|0|3|1|16
00023839|[3. <=35]|[2. <=1500]|M|1|0|373|0|0|0|0|0|0|1|3|0|377
00023867|[5. <=45]|[2. <=1500]|M|0|12|6|0|0|0|5|0|0|3|1|5|32
00023888|[5. <=45]|[2. <=1500]|M|1|0|120|0|0|0|0|0|14|0|1|2|137
00023892|[6. <=55]|[2. <=1500]|M|1|0|59|0|0|0|2|0|4|45|4|5|119
00023908|[3. <=35]|[2. <=1500]|M|1|0|1|0|0|20|0|0|2|0|4|0|27
00021474|[3. <=35]|[3. <=2500]|M|0|0|146|3|0|57|0|40|91|5|6|8|356
00021481|[3. <=35]|[1. <=700]|F|0|0|13|16|630|7.0000000000000009|0|0|0|0|0|0|666
00021490|[2. <=30]|[3. <=2500]|F|1|1|40|0|578|0|0|0|20|0|0|7|646
00021503|[3. <=35]|[4. <=3500]|M|0|0|86|0.99999999999999989|0|0|0|0|7|0|1.9999999999999998|1.9999999999999998|98
00021511|[3. <=35]|[1. <=700]|M|1|0|170|11|0|0|2|0|5|4|7.0000000000000009|1|200
00021516|[4. <=40]|[2. <=1500]|M|1|0|91|0|0|0|0|0|0|0|1|1|93
00021536|[3. <=35]|[2. <=1500]|F|0|7|4|0|0|51.999999999999993|0|27.000000000000004|0|0|1|1|92
00021540|[1. <=25]|[2. <=1500]|M|1|0|47|42|0|480|28|0|2|24.000000000000004|4|3.0000000000000004|630
00021561|[1. <=25]|[2. <=1500]|F|1|0|76|0|0|2|0|0|9|6|2|0|95
00021584|[2. <=30]|[1. <=700]|F|1|0|15|0|0|0|2|0|17|1|0|0|35
00021589|[1. <=25]|[2. <=1500]|M|1|0|100|0|0|0|0|0|0|0|1|1|102
00021595|[1. <=25]|[1. <=700]|F|1|0|17|0|0|0|6|0|7|1|3|0|34
00021596|[1. <=25]|[2. <=1500]|M|1|0|187|6|2088|0|8|0|111.99999999999999|0|6|0|2407
00021606|[2. <=30]|[3. <=2500]|M|1|0|86|5|0|0|6|0|8|0|6|0|111
00021613|[3. <=35]|[2. <=1500]|F|1|0|29|4|0|0|0|0|1|0|0|0|34
00021624|[7. > 55]|[2. <=1500]|M|1|0|4|0|0|0|2|3|0|0|4|4|17
00021640|[1. <=25]|[2. <=1500]|M|1|0|9|0|0|0|0|0|0|0|1|1|11
00021662|[4. <=40]|[3. <=2500]|M|0|0|21|0|0|90|2|0|1|0|11|6|131
00021663|[1. <=25]|[2. <=1500]|F|1|0|27|0|1341|240.00000000000003|0|0|47|0|0|0|1655
00021664|[5. <=45]|[2. <=1500]|M|0|0|61|1|0|0|0|0|18|0|0|0|80
00021675|[7. > 55]|[4. <=3500]|M|0|2|29|0|0|9|1|0|0|4|3|3|51
00021688|[2. <=30]|[6. <=6000]|M|1|0|53|0|0|0|0|0|0|0|0|1|54
00021706|[2. <=30]|[5. <=4500]|M|1|0|12|0|0|0|0|1|0|0|0|0|13
00021712|[1. <=25]|[1. <=700]|M|1|0|7|3|228|2|1|0|0|0|0|2|243
00021715|[1. <=25]|[2. <=1500]|M|1|0|13|0|0|0|0|0|0|3|2|0|18
00021736|[1. <=25]|[2. <=1500]|M|1|5.9999999999999991|154|18|51|94|11.999999999999998|0|8|7.0000000000000009|5|0|355
00021752|[1. <=25]|[2. <=1500]|M|1|0|166|19|950|386|0|0|20|0|0|0|1541
00021758|[2. <=30]|[2. <=1500]|F|1|0|49|0|0|0|0|0|3|7|0|1|60
00021774|[3. <=35]|[3. <=2500]|F|1|0|60.999999999999993|0|0|167|0|0|10|0|0|0|238
00021809|[3. <=35]|[2. <=1500]|F|1|0|31|0|0|0|0|0|1|5|3|0|40
00020946|[2. <=30]|[3. <=2500]|M|0|0|9|0|0|0|0|0|0|0|2|0|11
00020961|[2. <=30]|[4. <=3500]|M|1|0|38|0|694|375|4|0|22|0|7|0|1140
00020973|[2. <=30]|[3. <=2500]|M|0|0|104|1|0|32|0|0|6|1|1|3|148
00020975|[5. <=45]|[2. <=1500]|F|0|0|68|0|0|0|0|0|2|0|0|0|70
00020978|[2. <=30]|[2. <=1500]|M|1|0|17|0|70|0|0|0|0|3|0|0|90
00020982|[1. <=25]|[1. <=700]|M|1|0|197|24|214|45|0|0|11|3|0|2|496
00020993|[4. <=40]|[2. <=1500]|M|0|0|32|0|0|87|0|0|0|0|0|0|119
00021002|[3. <=35]|[2. <=1500]|M|1|21|14|0|0|228|0|9|0|0|2|0|274
00021004|[5. <=45]|[3. <=2500]|M|0|0|118|1|0|0|0|0|0|2|1|1|123
00021015|[5. <=45]|[2. <=1500]|M|0|0|56|0|0|0|0|0|0|0|1|0|57
00021023|[2. <=30]|[4. <=3500]|F|1|0|0|0|0|184|4|5|0|0|19|0|212
00021025|[1. <=25]|[2. <=1500]|M|1|0|52|6|0|0|0|0|1|0|1|0|60
00021030|[2. <=30]|[2. <=1500]|M|1|0|62.999999999999993|9|953|636|0|0|7|1|1|0|1670
00021056|[1. <=25]|[1. <=700]|F|1|0|91|7|0|0|7|0|8|20|5|0|138
00021079|[6. <=55]|[1. <=700]|F|1|0|39|0|0|0|0|0|0|0|0|5|44
00021089|[3. <=35]|[2. <=1500]|M|1|0|173|3.9999999999999996|0|0|0|0|0|13|5|0.99999999999999989|196
00021098|[3. <=35]|[2. <=1500]|F|1|0|2|0|0|22|0|0|1|0|2|0|27
00021103|[4. <=40]|[3. <=2500]|F|1|2|33|1|0|15.000000000000002|11.000000000000002|0|18|2|0|5|87
00021107|[3. <=35]|[4. <=3500]|M|1|0|76|4|0|0|0|0|14|0|0|0|94
00021122|[1. <=25]|[2. <=1500]|F|1|0|26|0|0|0|0|0|7|0|0|0|33
00021155|[4. <=40]|[3. <=2500]|F|1|6|17|0|0|0|0|0|0|0|0|0|23
00021169|[3. <=35]|[2. <=1500]|M|0|0|11|0|0|0|1|0|0|9|3|0|24
00021184|[5. <=45]|[4. <=3500]|M|0|0|13|0|0|0|2|45|0|7.0000000000000009|15|0|82
00021193|[5. <=45]|[1. <=700]|M|0|0|3|8|0|0|0|0|0|0|0|1|12
00021198|[5. <=45]|[2. <=1500]|M|0|0|53|12|0|26|0|0|0|5|0|0|96
00021200|[7. > 55]|[1. <=700]|M|0|89|578|129|0|0|6|0|101|1|1|10|915
00021202|[7. > 55]|[2. <=1500]|F|1|0|5|0|0|0|0|0|5|0|2|0|12
00021237|[2. <=30]|[6. <=6000]|M|1|0|349|0|23|2478|2|3|169|4|4|1|3033
00021244|[7. > 55]|[2. <=1500]|M|0|0|6|0|0|0|0|0|0|0|3|3|12
00021251|[5. <=45]|[2. <=1500]|M|1|0|94|0|0|0|9|0|0|0|2|0|105
00021272|[1. <=25]|[2. <=1500]|M|1|0|20|0|152|1017|0|4|0|0|12|1|1206
00021277|[2. <=30]|[3. <=2500]|M|0|0|91|6.9999999999999991|653|0|2|0|1|0|6|4|764
00021297|[3. <=35]|[2. <=1500]|M|0|1|43|1|0|0|4|0|0|0|1|1|51
00021300|[3. <=35]|[4. <=3500]|M|0|0|125|0|831|0|2|2|26|0|2|1|989
00021339|[3. <=35]|[1. <=700]|M|1|0|36|9|0|0|43|0|3|0|9|0|100
00021341|[2. <=30]|[2. <=1500]|M|1|2|34|0|0|0|4|0|9|0|2|0|51
00021360|[2. <=30]|[3. <=2500]|M|1|0|18|0|987|516|0|4|0|0|2|0|1527
00021362|[2. <=30]|[3. <=2500]|F|1|0|44|0|0|9|0|0|4|0|0|0|57
00021376|[6. <=55]|[3. <=2500]|M|0|0|82|6|0|2|0|0|0|2|0|4|96
00021391|[7. > 55]|[3. <=2500]|M|1|0|53|0|0|444|0|26.000000000000004|5|0|6|17|551
00021399|[1. <=25]|[3. <=2500]|M|1|0|35|0|5903|674|2|0|18|0|3|1|6636
00021475|[3. <=35]|[3. <=2500]|M|1|0|15|49|0|0|24|0|0|11|29|0|128
00021484|[6. <=55]|[2. <=1500]|M|0|0|25|0|0|0|0|0|0|1|0|2|28
00021493|[4. <=40]|[2. <=1500]|F|1|0|25|0|0|640|2|0|12|2|2|3|686
00021508|[4. <=40]|[3. <=2500]|F|1|0|81|0|20|1283|25|17|14.999999999999998|0|41|8|1490
00021512|[7. > 55]|[3. <=2500]|F|1|0|30|0|0|0|0|0|0|0|1|0|31
00021521|[5. <=45]|[3. <=2500]|M|1|5|69|54|0|0|0|0|6|0|0|0|134
00021527|[1. <=25]|[1. <=700]|M|1|0|40|2|0|34|24|0|2|10|0|0|112
00021541|[3. <=35]|[3. <=2500]|M|1|4|52|0|0|0|0|0|0|0|0|0|56
00021566|[3. <=35]|[8. > 8000]|M|1|0|41|1|1062|1812|14.999999999999998|0|9|0|20|12|2972
00021569|[2. <=30]|[3. <=2500]|M|1|2|39|51|208|7|0|0|1|0|4|0|312
00021578|[2. <=30]|[1. <=700]|F|1|0|76|26|0|1|0|0|1|0|0|0|104
00021582|[3. <=35]|[3. <=2500]|F|1|0|219|2.9999999999999996|0|0|118|0|2|1|2.9999999999999996|0|346
00021587|[6. <=55]|[1. <=700]|M|1|0|37|6|0|0|0|0|6|0|0|1|50
00021603|[1. <=25]|[3. <=2500]|F|1|36|288|0|541|8|19|30|69|27|18|1|1037
00021608|[3. <=35]|[2. <=1500]|M|1|0|4|0|0|0|4|0|0|0|3|0|11
00021642|[1. <=25]|[1. <=700]|F|0|0|76|0|0|0|0|0|7|0|1|4|88
00021644|[3. <=35]|[3. <=2500]|F|1|0|65|3|1630|189|7|0|7|0|10|3|1914
00021673|[4. <=40]|[2. <=1500]|F|1|0|127|0|0|2|0|0|0|0|2|0|131
00021679|[3. <=35]|[2. <=1500]|M|0|0|98|6|0|0|0|0|4|0|0|2|110
00039142|[1. <=25]|[2. <=1500]|F|1|0|24|0|0|471|0|0|2|0|0|0|497
00039148|[1. <=25]||F|1|0|27|0|37|539|0|0|0|0|0|0|603
00039170|[6. <=55]||F|1|0|24|0|142|69|0|0|11|0|0|0|246
00039189|[4. <=40]|[1. <=700]|F|1|0|2|3|0|0|1|0|0|0|1|0|7
00039201|[3. <=35]||M|1|0|121|0|0|2|0|0|0|0|0|0|123
00039210|[1. <=25]|[1. <=700]|M|1|0|9|0|98|2|2|0|13|0|1|0|125
